"CODE","YEAR","MONTH","DAY","DUMMY","DATE","DIVELOCATION","BROAD LOCATION","DAYS","NO OF DIVES","VIZ","CURRENT","WIND","WEATHER","TEMP","SEA COND.","DIVER NUMBERS","REBREATHER","COUNT","LATITUDE","LONGITUDE","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC","DATASET","OWNER"
"D0696",2005,1,8,NA,"01/08","SOUTH","Protea_pinnacles",1,1,"25m","1","12SW","overcast","25-27","swells","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0697",2005,1,9,NA,"01/09","SOUTH","Protea_pinnacles",1,1,"25m","1","18SW","rain","24-27","swells","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0704",2005,1,17,NA,"01/17","SOUTH","Protea_pinnacles",1,1,"8m","0","18SW-25NE","sunny","18-24","flat","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0706",2005,1,19,NA,"01/19","SOUTH","Protea_pinnacles",1,1,"15-5m","0","15-25NE","sunny","16-24","chop","8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0707",2005,1,20,NA,"01/20","SOUTH","Protea_pinnacles",1,1,"5-20m","0.5","15-25NE","partly cloudy+cool","16-23","chop","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0708",2005,1,21,NA,"01/21","SOUTH","Protea_pinnacles",1,1,"5-15m","0","8NE-20NE","sunny","16-26","unsettled","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0712",2005,1,25,NA,"01/25","SOUTH","Protea_pinnacles",1,1,"10m","1.5","5SW","overcast","21-27","calm","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0713",2005,1,26,NA,"01/26","SOUTH","Protea_pinnacles",1,1,"10-20m","1.5","5SW","overcast+ rain","24-27","swells","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0714",2005,1,27,NA,"01/27","SOUTH","Protea_pinnacles",1,1,"15m","1.7","15NE","overcast","23-26","calm","5",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0715",2005,1,28,NA,"01/28","SOUTH","Protea_pinnacles",1,1,"8m","1","15SW","overcast","20-25","rough","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0715",2005,1,28,NA,"01/28","SOUTH","Protea_pinnacles",1,1,"8m","1","15SW","overcast","20-25","rough","4",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0716",2005,1,29,NA,"01/29","SOUTH","Protea_pinnacles",1,1,"8m","1","5SW","sunny","20-26","calm","4/4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0719",2005,1,31,NA,"01/31","SOUTH","Protea_pinnacles",1,1,"25m","1.5","12NE","sunny+hot+humid",NA,"unsettled","6/3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0721",2005,2,1,NA,"02/01","SOUTH","Protea_pinnacles",1,1,"7-25m","1","5SW","sunny+hot+humid","18-23","calm","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0729",2005,2,15,NA,"02/15","SOUTH","Protea_pinnacles",1,1,"15m","0.5","10SW","sunny+hot","20-24","calm","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0733",2005,2,17,NA,"02/17","SOUTH","Protea_pinnacles",1,1,"10m","1","15NE","partly cloudy+hot","22-25","unsettled","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",7,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0735",2005,2,19,NA,"02/19","SOUTH","Protea_pinnacles",1,1,"10-15m","1.5","5SW-0","partly cloudy+hot","19-22","hot","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0736",2005,2,20,NA,"02/20","SOUTH","Protea_pinnacles",1,1,"8m","1","15SW","overcast","19-22","rough","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0738",2005,2,22,NA,"02/22","SOUTH","Protea_pinnacles",1,1,"15m","1","0","partly cloudy","20-23","calm","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0740",2005,2,24,NA,"02/24","SOUTH","Protea_pinnacles",1,1,"10m","0.5","12NE-25NE","Sunny","20-23","choppy","7",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0740",2005,2,24,NA,"02/24","SOUTH","Protea_pinnacles",1,1,"10m","0.5","12NE-25NE","Sunny","20-23","choppy","7",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0747",2005,3,2,NA,"03/02","SOUTH","Protea_pinnacles",1,1,"5-15m","1.5","0","partly cloudy","22","calm","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0761",2005,3,16,NA,"03/16","SOUTH","Protea_pinnacles",1,1,"20m","2","15NE","sunny","24","unsettled","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0762",2005,3,17,NA,"03/17","SOUTH","Protea_pinnacles",1,1,"25m","3","20NE","sunny","22-24","rough","3",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0762",2005,3,17,NA,"03/17","SOUTH","Protea_pinnacles",1,1,"25m","3","20NE","sunny","22-24","rough","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0763",2005,3,18,NA,"03/18","SOUTH","Protea_pinnacles",1,1,"20m","3.5","20NE","sunny","22-25","rough","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0764",2005,3,19,NA,"03/19","SOUTH","Protea_pinnacles",1,1,"20m","1.5","22NE","sunny","22-25","very rough","2",NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0764",2005,3,19,NA,"03/19","SOUTH","Protea_pinnacles",1,1,"20m","1.5","22NE","sunny","22-25","very rough","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0765",2005,3,20,NA,"03/20","SOUTH","Protea_pinnacles",1,1,"20m","1","25NE","sunny","22-25","very rough","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0765",2005,3,20,NA,"03/20","SOUTH","Protea_pinnacles",1,1,"20m","1","25NE","sunny","22-25","very rough","4",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0766",2005,3,21,NA,"03/21","SOUTH","Protea_pinnacles",1,1,"20m","1","15-30SW","partly cloudy","23","swells","2",NA,91,-30.8434,30.4771,"SHH",20,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0766",2005,3,21,NA,"03/21","SOUTH","Protea_pinnacles",1,1,"20m","1","15-30SW","partly cloudy","23","swells","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0766",2005,3,21,NA,"03/21","SOUTH","Protea_pinnacles",1,1,"20m","1","15-30SW","partly cloudy","23","swells","2",NA,91,-30.8434,30.4771,"SANDSHARK",10,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0766",2005,3,21,NA,"03/21","SOUTH","Protea_pinnacles",1,1,"20m","1","15-30SW","partly cloudy","23","swells","2",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0766",2005,3,21,NA,"03/21","SOUTH","Protea_pinnacles",1,1,"20m","1","15-30SW","partly cloudy","23","swells","2",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0767",2005,3,22,NA,"03/22","SOUTH","Protea_pinnacles",1,1,"20m","0.8","10SW","sunny","23-24","swells","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0767",2005,3,22,NA,"03/22","SOUTH","Protea_pinnacles",1,1,"20m","0.8","10SW","sunny","23-24","swells","3",NA,91,-30.8434,30.4771,"SANDSHARK",15,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0768",2005,3,23,NA,"03/23","SOUTH","Protea_pinnacles",1,1,"20m","1.3","2NE-15NE","sunny+warm","22-25","swells","8/7/10",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0768",2005,3,23,NA,"03/23","SOUTH","Protea_pinnacles",1,1,"20m","1.3","2NE-15NE","sunny+warm","22-25","swells","8/7/10",NA,91,-30.8434,30.4771,"SANDSHARK",15,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0769",2005,3,24,NA,"03/24","SOUTH","Protea_pinnacles",1,1,"20m","2","10-25NE","sunny","22","choppy","9/6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",12,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0769",2005,3,24,NA,"03/24","SOUTH","Protea_pinnacles",1,1,"20m","2","10-25NE","sunny","22","choppy","9/6",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0769",2005,3,24,NA,"03/24","SOUTH","Protea_pinnacles",1,1,"20m","2","10-25NE","sunny","22","choppy","9/6",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0770",2005,3,25,NA,"03/25","SOUTH","Protea_pinnacles",1,1,"8m","2.5","0","sunny","21-24","choppy","8/8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0770",2005,3,25,NA,"03/25","SOUTH","Protea_pinnacles",1,1,"8m","2.5","0","sunny","21-24","choppy","8/8",NA,91,-30.8434,30.4771,"SANDSHARK",15,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0771",2005,3,26,NA,"03/26","SOUTH","Protea_pinnacles",1,1,"8m","1.5","0","sunny","22",NA,"10/10/10/10/9/8",NA,91,-30.8434,30.4771,"SHH",4,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0771",2005,3,26,NA,"03/26","SOUTH","Protea_pinnacles",1,1,"8m","1.5","0","sunny","22",NA,"10/10/10/10/9/8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",7,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0771",2005,3,26,NA,"03/26","SOUTH","Protea_pinnacles",1,1,"8m","1.5","0","sunny","22",NA,"10/10/10/10/9/8",NA,91,-30.8434,30.4771,"SANDSHARK",15,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0773",2005,3,29,NA,"03/29","SOUTH","Protea_pinnacles",1,1,"15m","1","0","rain",NA,"swells","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0773",2005,3,29,NA,"03/29","SOUTH","Protea_pinnacles",1,1,"15m","1","0","rain",NA,"swells","6",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0774",2005,3,30,NA,"03/30","SOUTH","Protea_pinnacles",1,1,"15m","1","10NE","overcast+rain","22","swells","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0774",2005,3,30,NA,"03/30","SOUTH","Protea_pinnacles",1,1,"15m","1","10NE","overcast+rain","22","swells","3",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0775",2005,3,31,NA,"03/31","SOUTH","Protea_pinnacles",1,1,"15m","1","0","overcast","22","calm","5/4",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0775",2005,3,31,NA,"03/31","SOUTH","Protea_pinnacles",1,1,"15m","1","0","overcast","22","calm","5/4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0775",2005,3,31,NA,"03/31","SOUTH","Protea_pinnacles",1,1,"15m","1","0","overcast","22","calm","5/4",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0776",2005,4,1,NA,"04/01","SOUTH","Protea_pinnacles",1,1,"20m","1.5","5-30SW","Overcast",NA,"okay","1",NA,91,-30.8434,30.4771,"SHH",4,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0776",2005,4,1,NA,"04/01","SOUTH","Protea_pinnacles",1,1,"20m","1.5","5-30SW","Overcast",NA,"okay","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0776",2005,4,1,NA,"04/01","SOUTH","Protea_pinnacles",1,1,"20m","1.5","5-30SW","Overcast",NA,"okay","1",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0776",2005,4,1,NA,"04/01","SOUTH","Protea_pinnacles",1,1,"20m","1.5","5-30SW","Overcast",NA,"okay","1",NA,91,-30.8434,30.4771,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0798",2005,4,19,NA,"04/19","SOUTH","Protea_pinnacles",1,1,"20m","0.5","15NE","sunny","16-28","boiling","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0798",2005,4,19,NA,"04/19","SOUTH","Protea_pinnacles",1,1,"20m","0.5","15NE","sunny","16-28","boiling","4",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0802",2005,4,22,NA,"04/22","SOUTH","Protea_pinnacles",1,1,"20m","0","10NE","sunny","22","flat","10/8/10/(4+4)/4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",8,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0802",2005,4,22,NA,"04/22","SOUTH","Protea_pinnacles",1,1,"20m","0","10NE","sunny","22","flat","10/8/10/(4+4)/4",NA,91,-30.8434,30.4771,"TIGER",2,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0803",2005,4,23,NA,"04/23","SOUTH","Protea_pinnacles",1,1,"25m","0.2","10SW","sunny","22","flat","10/8/6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0803",2005,4,23,NA,"04/23","SOUTH","Protea_pinnacles",1,1,"25m","0.2","10SW","sunny","22","flat","10/8/6",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0804",2005,4,24,NA,"04/24","SOUTH","Protea_pinnacles",1,1,"20m","0.2","10-20SW","coludy+rainy","22","flat","8/4/9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0806",2005,4,25,NA,"04/25","SOUTH","Protea_pinnacles",1,1,"8m","0.5","10-20SW","sunny","22","flat","3/5",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0807",2005,4,26,NA,"04/26","SOUTH","Protea_pinnacles",1,1,"5m","0.2","10-15SW","partly cloudy","18","okay","7/6/3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0810",2005,4,28,NA,"04/28","NORTH","Protea_pinnacles",1,1,"15-5m","0","0","sunny+warm","22",NA,"9",NA,106,-30.8249,30.4884,"RAGGIE",1,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0811",2005,4,29,NA,"04/29","NORTH","Protea_pinnacles",1,1,"5m","0.2","15SW","partly cloudy","22","unsettled","7/6/4",NA,106,-30.8249,30.4884,"RAGGIE",2,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0815",2005,5,1,NA,"05/01","SOUTH","Protea_pinnacles",1,1,"25m","2","12NE","sunny+cool","24","calm","9/7/9/10/8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0815",2005,5,1,NA,"05/01","SOUTH","Protea_pinnacles",1,1,"25m","2","12NE","sunny+cool","24","calm","9/7/9/10/8",NA,91,-30.8434,30.4771,"SANDSHARK",25,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0816",2005,5,2,NA,"05/02","SOUTH","Protea_pinnacles",1,1,"20m","0.7","20SW","cloudy","22","okay","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0819",2005,5,5,NA,"05/05","SOUTH","Protea_pinnacles",1,1,"30m","1.5","5NE","perfect","22","flat","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0819",2005,5,5,NA,"05/05","SOUTH","Protea_pinnacles",1,1,"30m","1.5","5NE","perfect","22","flat","5",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0822",2005,5,7,NA,"05/07","SOUTH","Protea_pinnacles",1,1,"30m","2","0","perfect",NA,NA,"9/3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0822",2005,5,7,NA,"05/07","SOUTH","Protea_pinnacles",1,1,"30m","2","0","perfect",NA,NA,"9/3",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0823",2005,5,8,NA,"05/08","SOUTH","Protea_pinnacles",1,1,"30m","2","0","perfect",NA,NA,"4/3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0823",2005,5,8,NA,"05/08","SOUTH","Protea_pinnacles",1,1,"30m","2","0","perfect",NA,NA,"4/3",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0824",2005,5,9,NA,"05/09","SOUTH","Protea_pinnacles",1,1,"30m","2.5","0","perfect","22","flat","3",NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0824",2005,5,9,NA,"05/09","SOUTH","Protea_pinnacles",1,1,"30m","2.5","0","perfect","22","flat","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",10,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0824",2005,5,9,NA,"05/09","SOUTH","Protea_pinnacles",1,1,"30m","2.5","0","perfect","22","flat","3",NA,91,-30.8434,30.4771,"SANDSHARK",50,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0824",2005,5,9,NA,"05/09","SOUTH","Protea_pinnacles",1,1,"30m","2.5","0","perfect","22","flat","3",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0825",2005,5,10,NA,"05/10","SOUTH","Protea_pinnacles",1,1,"25m","2.5","20NE","sunny","23","swells","8/8",NA,91,-30.8434,30.4771,"SHH",20,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0825",2005,5,10,NA,"05/10","SOUTH","Protea_pinnacles",1,1,"25m","2.5","20NE","sunny","23","swells","8/8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0825",2005,5,10,NA,"05/10","SOUTH","Protea_pinnacles",1,1,"25m","2.5","20NE","sunny","23","swells","8/8",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0825",2005,5,10,NA,"05/10","SOUTH","Protea_pinnacles",1,1,"25m","2.5","20NE","sunny","23","swells","8/8",NA,91,-30.8434,30.4771,"TIGER",3,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0826",2005,5,11,NA,"05/11","SOUTH","Protea_pinnacles",1,1,"25m","2.5","15NE","sunny","23","swells","4/2",NA,91,-30.8434,30.4771,"SHH",30,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0826",2005,5,11,NA,"05/11","SOUTH","Protea_pinnacles",1,1,"25m","2.5","15NE","sunny","23","swells","4/2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0826",2005,5,11,NA,"05/11","SOUTH","Protea_pinnacles",1,1,"25m","2.5","15NE","sunny","23","swells","4/2",NA,91,-30.8434,30.4771,"BLACKTIP",6,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0827",2005,5,12,NA,"05/12","SOUTH","Protea_pinnacles",1,1,"25m","1.5","15NE","sunny","23","swells","5/2",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0827",2005,5,12,NA,"05/12","SOUTH","Protea_pinnacles",1,1,"25m","1.5","15NE","sunny","23","swells","5/2",NA,91,-30.8434,30.4771,"SANDSHARK",50,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0827",2005,5,12,NA,"05/12","SOUTH","Protea_pinnacles",1,1,"25m","1.5","15NE","sunny","23","swells","5/2",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0829",2005,5,13,NA,"05/13","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0832",2005,5,15,NA,"05/15","SOUTH","Protea_pinnacles",1,1,"25m","0.3","8NE-25SW","sunny","20","unsettled","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0832",2005,5,15,NA,"05/15","SOUTH","Protea_pinnacles",1,1,"25m","0.3","8NE-25SW","sunny","20","unsettled","3",NA,91,-30.8434,30.4771,"SANDSHARK",12,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0833",2005,5,16,NA,"05/16","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0833",2005,5,16,NA,"05/16","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"RAGGIE",9,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0835",2005,5,17,NA,"05/17","NORTH","Protea_pinnacles",1,1,"35m","0.2","0","sunny","20","flat","5/4",NA,106,-30.8249,30.4884,"RAGGIE",35,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0839",2005,5,20,NA,"05/20","NORTH","Protea_pinnacles",1,1,"35m","0","12NE","overcast","20","unsettled","1",NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0840",2005,5,21,NA,"05/21","NORTH","Protea_pinnacles",1,1,"30m","0.2","20NE","sunny","19","okay","5/1",NA,106,-30.8249,30.4884,"SHH",4,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0840",2005,5,21,NA,"05/21","NORTH","Protea_pinnacles",1,1,"30m","0.2","20NE","sunny","19","okay","5/1",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0840",2005,5,21,NA,"05/21","NORTH","Protea_pinnacles",1,1,"30m","0.2","20NE","sunny","19","okay","5/1",NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0841",2005,5,22,NA,"05/22","NORTH","Protea_pinnacles",1,1,"35m","0.2","5NE","perfect","19","unsettled","3/1",NA,106,-30.8249,30.4884,"RAGGIE",50,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0849",2005,6,10,NA,"06/10","SOUTH","Protea_pinnacles",1,1,"10m","0.2","10SW","sunny","22","rough","7/7",NA,91,-30.8434,30.4771,"SHH",20,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0849",2005,6,10,NA,"06/10","SOUTH","Protea_pinnacles",1,1,"10m","0.2","10SW","sunny","22","rough","7/7",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0849",2005,6,10,NA,"06/10","SOUTH","Protea_pinnacles",1,1,"10m","0.2","10SW","sunny","22","rough","7/7",NA,91,-30.8434,30.4771,"SANDSHARK",30,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0849",2005,6,10,NA,"06/10","SOUTH","Protea_pinnacles",1,1,"10m","0.2","10SW","sunny","22","rough","7/7",NA,91,-30.8434,30.4771,"RAGGIE",35,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0849",2005,6,10,NA,"06/10","SOUTH","Protea_pinnacles",1,1,"10m","0.2","10SW","sunny","22","rough","7/7",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0850",2005,6,11,NA,"06/11","NORTH","Protea_pinnacles",1,1,"8m","rev","8NE","sunny","22","unsettled","5/5/7/7",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0850",2005,6,11,NA,"06/11","NORTH","Protea_pinnacles",1,1,"8m","rev","8NE","sunny","22","unsettled","5/5/7/7",NA,106,-30.8249,30.4884,"RAGGIE",50,"CARCHARIAS TAURUS","UVC-S","ROLAND"
