"FULL_NAME","ANIMAL_ID","CAPDATE","SPECIES","SPECIES_COMMON","SPECIES_SCIENTIFIC","SEX","FLEN","CATCH_COND","CATCH CONDITION","FATE CODE","FATE","NET","DAY","MONTH","YEAR","BEACH","CODE","LATITUDE","LONGITUDE","...9","...11","OWNER","DATATYPE"
"RAMSGATE","S_RAM17002",2017-11-13,"S_COP","COPPER SHARK","CARCHARHINUS BRACHYURUS","F",1830,"2","DEAD BUT FRESH","3","SENT TO HQ","1","13","11","2017","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM16005",2016-03-18,"S_GRE","GREAT WHITE","CARCHARODON CARCHARIAS","F",2120,"2","DEAD BUT FRESH","3","SENT TO HQ","01","18","03","2016","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM19009",2019-12-05,"S_GRE","GREAT WHITE","CARCHARODON CARCHARIAS","F",2120,"2","DEAD BUT FRESH","3","SENT TO HQ","02","05","12","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM18006",2018-11-29,"S_RAG","RAGGEDTOOTH SHARK","CARCHARIAS TAURUS","F",2160,"2","DEAD BUT FRESH","3","SENT TO HQ","02","29","11","2018","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM15002",2015-01-28,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","F",2220,"2","DEAD BUT FRESH","3","SENT TO HQ","02","28","01","2015","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM17003",2017-12-04,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","M",1200,"2","DEAD BUT FRESH","3","SENT TO HQ","2","04","12","2017","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM15006",2015-09-29,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",1050,"2","DEAD BUT FRESH","3","SENT TO HQ","01","29","09","2015","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM16006",2016-03-30,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",890,"2","DEAD BUT FRESH","3","SENT TO HQ","01","30","03","2016","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM16006",2016-03-30,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",890,"2","DEAD BUT FRESH","3","SENT TO HQ","01","30","03","2016","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM16007",2016-04-15,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",1100,"2","DEAD BUT FRESH","3","SENT TO HQ","01","15","04","2016","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM18004",2018-11-21,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",1050,"2","DEAD BUT FRESH","3","SENT TO HQ","01","21","11","2018","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM18005",2018-11-26,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","M",1050,"2","DEAD BUT FRESH","3","SENT TO HQ","01","26","11","2018","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM19001",2019-03-06,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","M",880,"2","DEAD BUT FRESH","3","SENT TO HQ","01","06","03","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","RAM19008",2019-11-20,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","M",790,"2","DEAD BUT FRESH","3","SENT TO HQ","01","20","11","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM19010",2019-12-20,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","M",910,"2","DEAD BUT FRESH","3","SENT TO HQ","02","20","12","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM19002",2019-03-18,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1620,"2","DEAD BUT FRESH","3","SENT TO HQ","01","18","03","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM19004",2019-04-01,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",2160,"2","DEAD BUT FRESH","3","SENT TO HQ","02","01","04","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","H_RAM15004",2015-08-03,"H_HON","HONEYCOMB STINGRAY","HIMANTURA UARNAK","M",220,"4","ROTTEN","5","NO DATA/DUMPED","02","03","08","2015","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM19005",2019-05-14,"S_RAG","RAGGEDTOOTH SHARK","CARCHARIAS TAURUS","M",1840,"4","ROTTEN","5","NO DATA/DUMPED","02","14","05","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM15004",2015-08-24,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","M",1510,"4","ROTTEN","5","NO DATA/DUMPED","01","24","08","2015","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM15005",2015-09-14,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",960,"4","ROTTEN","5","NO DATA/DUMPED","01","14","09","2015","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM16002",2016-03-01,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",1210,"4","ROTTEN","5","NO DATA/DUMPED","01","01","03","2016","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM16012",2016-11-29,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",880,"4","ROTTEN","5","NO DATA/DUMPED","02","29","11","2016","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM19003",2019-03-28,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",1830,"4","ROTTEN","5","NO DATA/DUMPED","02","28","03","2019","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"RAMSGATE","S_RAM16008",2016-05-12,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",750,"2","DEAD BUT FRESH","6","EXHIBITION","02","12","05","2016","RAM",35,-30.89106389,30.35292778,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN17006",2017-09-11,"S_RAG","RAGGEDTOOTH SHARK","CARCHARIAS TAURUS","M",1700,"1","ALIVE","1","TAGGED & RELEASED","1","11","09","2017","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN18001",2018-05-18,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",1800,"1","ALIVE","1","TAGGED & RELEASED","01","18","05","2018","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","H_SAN16002",2016-07-21,"H_BUL","BULLRAY","PTEROMYLAEUS BOVINUS","U",660,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","21","07","2016","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","H_SAN17002",2017-08-02,"H_RAY","UNID. RAY","MYLIOBATOIDEI","U",NA,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","1","02","08","2017","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN17008",2017-10-18,"S_RAG","RAGGEDTOOTH SHARK","CARCHARIAS TAURUS","F",2030,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","1","18","10","2017","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","H_SAN18002",2018-04-20,"H_ANG","AFR. ANGELSHARK","SQUATINA AFRICANA","F",810,"2","DEAD BUT FRESH","3","SENT TO HQ","01","20","04","2018","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","H_SAN18001",2018-04-20,"H_ANG","AFR. ANGELSHARK","SQUATINA AFRICANA","F",830,"2","DEAD BUT FRESH","3","SENT TO HQ","01","20","04","2018","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","H_SAN19001",2019-03-28,"H_ANG","AFR. ANGELSHARK","SQUATINA AFRICANA","F",750,"2","DEAD BUT FRESH","3","SENT TO HQ","01","28","03","2019","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN15001",2015-01-06,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","M",880,"2","DEAD BUT FRESH","3","SENT TO HQ","01","06","01","2015","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN18002",2018-12-04,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",890,"2","DEAD BUT FRESH","3","SENT TO HQ","01","04","12","2018","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN15003",2015-02-19,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1680,"2","DEAD BUT FRESH","3","SENT TO HQ","01","19","02","2015","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN16002",2016-03-18,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",1700,"2","DEAD BUT FRESH","3","SENT TO HQ","01","18","03","2016","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN17003",2017-03-20,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1360,"2","DEAD BUT FRESH","3","SENT TO HQ","1","20","03","2017","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN19002",2019-03-13,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1750,"2","DEAD BUT FRESH","3","SENT TO HQ","01","13","03","2019","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN19003",2019-03-27,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1610,"2","DEAD BUT FRESH","3","SENT TO HQ","01","27","03","2019","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN18003",2018-12-27,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","M",1320,"4","ROTTEN","5","NO DATA/DUMPED","01","27","12","2018","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SAN LAMEER","S_SAN19001",2019-02-25,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1840,"4","ROTTEN","5","NO DATA/DUMPED","01","25","02","2019","SAN",39,-30.93923889,30.31066389,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB16002",2016-07-01,"S_TIG","TIGER SHARK","GALEOCERDO CUVIER","M",2000,"1","ALIVE","1","TAGGED & RELEASED","01","01","07","2016","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","H_SOB17001",2017-05-23,"H_ANG","AFR. ANGELSHARK","SQUATINA AFRICANA","M",600,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","1","23","05","2017","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","H_SOB19002",2019-05-10,"H_SPE","SPOTTED EAGLE RAY","AETOBATUS NARINARI","F",880,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","10","05","2019","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB16004",2016-10-31,"S_TIG","TIGER SHARK","GALEOCERDO CUVIER","F",2110,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","31","10","2016","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","H_SOB19003",2019-05-24,"H_ANG","AFR. ANGELSHARK","SQUATINA AFRICANA","M",680,"2","DEAD BUT FRESH","3","SENT TO HQ","01","24","05","2019","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","H_SOB16005",2016-11-29,"H_BUL","BULLRAY","PTEROMYLAEUS BOVINUS","M",1180,"2","DEAD BUT FRESH","3","SENT TO HQ","01","29","11","2016","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB16001",2016-03-31,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","F",1360,"2","DEAD BUT FRESH","3","SENT TO HQ","01","31","03","2016","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB18005",2018-11-27,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","F",970,"2","DEAD BUT FRESH","3","SENT TO HQ","01","27","11","2018","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB18003",2018-03-20,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",1800,"2","DEAD BUT FRESH","3","SENT TO HQ","01","20","03","2018","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB19001",2019-02-21,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1360,"2","DEAD BUT FRESH","3","SENT TO HQ","01","21","02","2019","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB19002",2019-03-13,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",2010,"2","DEAD BUT FRESH","3","SENT TO HQ","01","13","03","2019","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB17002",2017-05-19,"S_ZAM","ZAMBEZI SHARK","CARCHARHINUS LEUCAS","F",1950,"2","DEAD BUT FRESH","3","SENT TO HQ","1","19","05","2017","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB18002",2018-02-28,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1810,"4","ROTTEN","5","NO DATA/DUMPED","01","28","02","2018","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"SOUTHBROOM","S_SOB15003",2015-05-04,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","U",NA,"6","SCAVENGED REMAINS","5","NO DATA/DUMPED","01","04","05","2015","SOB",36,-30.90968056,30.33916667,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17002",2017-02-17,"S_BLA","BLACKTIP SHARK","CARCHARHINUS LIMBATUS","F",1750,"1","ALIVE","1","TAGGED & RELEASED","1","17","02","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17005",2017-07-20,"S_DUS","DUSKY SHARK","CARCHARHINUS OBSCURUS","M",1800,"1","ALIVE","1","TAGGED & RELEASED","1","20","07","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.18002",2018-02-20,"S_DUS","DUSKY SHARK","CARCHARHINUS OBSCURUS","F",1500,"1","ALIVE","1","TAGGED & RELEASED","01","20","02","2018","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17001",2017-02-07,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1700,"1","ALIVE","1","TAGGED & RELEASED","1","07","02","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.18006",2018-07-19,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",1800,"1","ALIVE","1","TAGGED & RELEASED","01","19","07","2018","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","H_ST.15001",2015-01-06,"H_ANG","AFR. ANGELSHARK","SQUATINA AFRICANA","F",630,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","06","01","2015","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","H_ST.16001",2016-07-29,"H_DIA","DIAMONDRAY","GYMNURA NATALENSIS","M",600,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","29","07","2016","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","H_ST.19004",2019-03-15,"H_GUI","GIANT GUITARFISH","RHYNCHOBATUS DJIDDENSIS","M",1250,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","15","03","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","H_ST.19005",2019-12-27,"H_MAN","UNID. MANTA","MANTA SP.","U",NA,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","27","12","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","H_ST.18001",2018-02-20,"H_SPE","SPOTTED EAGLE RAY","AETOBATUS NARINARI","U",700,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","20","02","2018","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.16008",2016-07-29,"S_DUS","DUSKY SHARK","CARCHARHINUS OBSCURUS","F",3000,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","29","07","2016","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.18008",2018-08-12,"S_DUS","DUSKY SHARK","CARCHARHINUS OBSCURUS","M",2800,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","12","08","2018","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.16010",2016-10-20,"S_RAG","RAGGEDTOOTH SHARK","CARCHARIAS TAURUS","M",2000,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","20","10","2016","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.18007",2018-07-19,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","U",1700,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","19","07","2018","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19006",2019-03-25,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1900,"1","ALIVE","2","LOST OR RELEASED (NOT TAGGED)","01","25","03","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17012",2017-11-24,"S_DUS","DUSKY SHARK","CARCHARHINUS OBSCURUS","F",1800,"2","DEAD BUT FRESH","3","SENT TO HQ","1","24","11","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.16002",2016-02-03,"S_G.H","GREAT HAMMERHEAD","SPHYRNA MOKARRAN","M",2810,"2","DEAD BUT FRESH","3","SENT TO HQ","01","03","02","2016","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17004",2017-06-19,"S_GRE","GREAT WHITE","CARCHARODON CARCHARIAS","M",2040,"2","DEAD BUT FRESH","3","SENT TO HQ","1","19","06","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17006",2017-08-05,"S_GRE","GREAT WHITE","CARCHARODON CARCHARIAS","F",2100,"2","DEAD BUT FRESH","3","SENT TO HQ","1","05","08","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.16009",2016-10-10,"S_RAG","RAGGEDTOOTH SHARK","CARCHARIAS TAURUS","F",1700,"2","DEAD BUT FRESH","3","SENT TO HQ","01","10","10","2016","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17007",2017-10-16,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","M",1400,"2","DEAD BUT FRESH","3","SENT TO HQ","1","16","10","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.15005",2015-10-08,"S_SMO","SMOOTH HAMMERHEAD","SPHYRNA ZYGAENA","M",840,"2","DEAD BUT FRESH","3","SENT TO HQ","01","08","10","2015","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.18003",2018-02-26,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",1820,"2","DEAD BUT FRESH","3","SENT TO HQ","01","26","02","2018","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19004",2019-03-25,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1700,"2","DEAD BUT FRESH","3","SENT TO HQ","01","25","03","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19003",2019-03-25,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",1790,"2","DEAD BUT FRESH","3","SENT TO HQ","01","25","03","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19002",2019-03-25,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","F",2000,"2","DEAD BUT FRESH","3","SENT TO HQ","01","25","03","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.15003",2015-05-15,"S_TIG","TIGER SHARK","GALEOCERDO CUVIER","F",2340,"2","DEAD BUT FRESH","3","SENT TO HQ","01","15","05","2015","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19008",2019-12-27,"S_TIG","TIGER SHARK","GALEOCERDO CUVIER","F",1480,"2","DEAD BUT FRESH","3","SENT TO HQ","01","27","12","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19001",2019-02-21,"S_ZAM","ZAMBEZI SHARK","CARCHARHINUS LEUCAS","F",1680,"2","DEAD BUT FRESH","3","SENT TO HQ","01","21","02","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19005",2019-03-25,"S_SPN","SPINNER SHARK","CARCHARHINUS BREVIPINNA","M",2000,"2","DEAD BUT FRESH","5","NO DATA/DUMPED","01","25","03","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.19007",2019-06-10,"S_GRE","GREAT WHITE","CARCHARODON CARCHARIAS","F",1700,"3","STARTING TO ROT","5","NO DATA/DUMPED","01","10","06","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","H_ST.19003",2019-02-11,"H_RAY","UNID. RAY","MYLIOBATOIDEI","U",NA,"4","ROTTEN","5","NO DATA/DUMPED","01","11","02","2019","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17003",2017-05-16,"S_DUS","DUSKY SHARK","CARCHARHINUS OBSCURUS","F",1800,"4","ROTTEN","5","NO DATA/DUMPED","1","16","05","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.16011",2016-11-16,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","F",1100,"4","ROTTEN","5","NO DATA/DUMPED","01","16","11","2016","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.16012",2016-11-16,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","F",1100,"4","ROTTEN","5","NO DATA/DUMPED","01","16","11","2016","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17009",2017-10-16,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","F",1190,"4","ROTTEN","5","NO DATA/DUMPED","1","16","10","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17010",2017-10-16,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","M",1200,"4","ROTTEN","5","NO DATA/DUMPED","1","16","10","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17008",2017-10-16,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","M",1270,"4","ROTTEN","5","NO DATA/DUMPED","1","16","10","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
"ST.MICHAELS","S_ST.17011",2017-10-16,"S_SCA","SCALLOPED HAMMERHEAD","SPHYRNA LEWINI","F",1320,"4","ROTTEN","5","NO DATA/DUMPED","1","16","10","2017","ST.",32,-30.820825,30.41074722,NA,NA,"KZNSB","NETS_DRUMLINES"
