"DIVEID","LOCATION","SITENAME","LATITUDE","LONGITUDE","DATE","DEPTH","TEMP","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC","DAY","MONTH","YEAR","OWNER","DATATYPE"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.1,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.1,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.1,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.1,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.1,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",8.3,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",5,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",9.1,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",11.2,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","SmitsBoulderbeach",-34.25133333,18.467,"26/02/2020",6.5,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",8.3,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.8,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",5.4,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",3.9,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.5,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"SHYSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",7.7,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.5,14,"CATSHARK",0,NA,"26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.5,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.5,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.5,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","26","02","2020","SANPARKS","UVC-S"
"NA","FB","Smitsbeachreefs",-34.25088333,18.46708333,"26/02/2020",6.5,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","26","02","2020","SANPARKS","UVC-S"
