"Deployment.No.","Date","Project.Name","Location","Management","Bait.Type","LONGITUDE","LATITUDE","Distance.to.center..km.","Time.in..24hr.","Time.Out..24hr.","Deployment.Time","Total.Video.Time..m.","Video.Method","Depth..m.","Temp","Camera.Type","Frame.Rate","Resolution","Habitat","Total.MaxN","Total.MaxN.SR","Species.Richness","Sharks","Rays","DATATYPE","OWNER","DATE_FORMATTED","DAY","MONTH","YEAR","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Smooth Hammerhead",0,"SPHYRNA ZYGAENA"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Smooth Hound",0,"Mustelus mustelus"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Spotted Gully",1,"Triakis megalopterus"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Soupfin",0,"Galeorhinus galeus"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Blue Stingray",0,"Dasyatis chrysonota"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Butterfly Ray",0,"Unknown"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Eagle Ray",0,"Unknown"
36,"2/15/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871733,-34.447745,20.82754865,"13:40","14:30","0:50",52.27,"Mono-BRUVs",7,23,"GoPro Hero 6",60,"1080p","Reef",3,3,3,3,0,"BRUVS","ALBANO_P",2019-02-15,"15","02","2019","Batoids",0,NA
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Bronze Whaler",0,"Carcharhinus brachyurus"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Dark Shyshark",0,"Haploblepharus pictus"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Great White.Shark",0,"Carcharodon carcharias"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Leopard Catshark",0,"Poroderma pantherinum"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Puffadder Shyshark",0,"Haploblepharus edwardsii"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Pyjama Catshark",0,"Poroderma africanum"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Ragged Tooth",0,"Carcharias taurus"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Smooth Hammerhead",0,"SPHYRNA ZYGAENA"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Smooth Hound",3,"Mustelus mustelus"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Spotted Gully",0,"Triakis megalopterus"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Soupfin",0,"Galeorhinus galeus"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Blue Stingray",0,"Dasyatis chrysonota"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Butterfly Ray",0,"Unknown"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Eagle Ray",0,"Unknown"
37,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.400343,-34.387362,24.65643784,"12:04","14:20","2:16",116.65,"Mono-BRUVs",8.7,24.3,"GoPro Hero 6",60,"1080p","Rubble",3,3,1,3,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Batoids",0,NA
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Bronze Whaler",1,"Carcharhinus brachyurus"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Dark Shyshark",0,"Haploblepharus pictus"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Great White.Shark",0,"Carcharodon carcharias"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Leopard Catshark",0,"Poroderma pantherinum"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Puffadder Shyshark",0,"Haploblepharus edwardsii"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Pyjama Catshark",0,"Poroderma africanum"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Ragged Tooth",0,"Carcharias taurus"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Smooth Hammerhead",1,"SPHYRNA ZYGAENA"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Smooth Hound",0,"Mustelus mustelus"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Spotted Gully",0,"Triakis megalopterus"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Soupfin",0,"Galeorhinus galeus"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Blue Stingray",0,"Dasyatis chrysonota"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Butterfly Ray",0,"Unknown"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Eagle Ray",0,"Unknown"
38,"2/17/2019","De Hoop","Martha's Point","Inside Reserve","Sardine",20.39632,-34.587001,26.10374494,"12:00","14:15","2:15",87.45,"Mono-BRUVs",9,24.3,"GoPro Hero 6",60,"1080p","Sand",2,2,2,2,0,"BRUVS","ALBANO_P",2019-02-17,"17","02","2019","Batoids",0,NA
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Bronze Whaler",0,"Carcharhinus brachyurus"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Dark Shyshark",0,"Haploblepharus pictus"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Great White.Shark",0,"Carcharodon carcharias"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Leopard Catshark",0,"Poroderma pantherinum"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Puffadder Shyshark",0,"Haploblepharus edwardsii"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Pyjama Catshark",0,"Poroderma africanum"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Ragged Tooth",0,"Carcharias taurus"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Smooth Hammerhead",0,"SPHYRNA ZYGAENA"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Smooth Hound",1,"Mustelus mustelus"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Spotted Gully",0,"Triakis megalopterus"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Soupfin",0,"Galeorhinus galeus"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Blue Stingray",0,"Dasyatis chrysonota"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Butterfly Ray",0,"Unknown"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Eagle Ray",0,"Unknown"
39,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871949,-34.438163,21.03218094,"8:11","11:05","2:54",117.22,"Mono-BRUVs",9.4,20.9,"GoPro Hero 6",60,"1080p","Reef",1,1,1,1,0,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Batoids",0,NA
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Bronze Whaler",0,"Carcharhinus brachyurus"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Dark Shyshark",0,"Haploblepharus pictus"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Great White.Shark",0,"Carcharodon carcharias"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Leopard Catshark",0,"Poroderma pantherinum"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Puffadder Shyshark",1,"Haploblepharus edwardsii"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Pyjama Catshark",0,"Poroderma africanum"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Ragged Tooth",0,"Carcharias taurus"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Smooth Hammerhead",0,"SPHYRNA ZYGAENA"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Smooth Hound",4,"Mustelus mustelus"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Spotted Gully",0,"Triakis megalopterus"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Soupfin",0,"Galeorhinus galeus"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Blue Stingray",0,"Dasyatis chrysonota"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Butterfly Ray",0,"Unknown"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Eagle Ray",1,"Unknown"
40,"2/20/2019","De Hoop","Driegaaitjies","Outside Reserve","Sardine",20.871189,-34.435501,21.0247418,"8:07","11:08","3:01",90.18,"Mono-BRUVs",10.5,21.5,"GoPro Hero 6",60,"1080p","Sand",6,6,3,5,1,"BRUVS","ALBANO_P",2019-02-20,"20","02","2019","Batoids",0,NA
