"speciesrange","area_km2","perc_in_area","range_in_area","CUR_NME","SPECIES_SCIENTIFIC","type"
276500,678.12033,0,0,"Aliwal Shoal Marine Protected Area","ETMOPTERUS PUSILLUS","iucn"
91400,678.12033,0.00340803760940075,311.494637499228,"Aliwal Shoal Marine Protected Area","ETMOPTERUS SCULPTUS","iucn"
5500,678.12033,0.0359737233247135,197.855478285924,"Aliwal Shoal Marine Protected Area","ETMOPTERUS SENTOSUS","iucn"
47500,678.12033,0,0,"Aliwal Shoal Marine Protected Area","ETMOPTERUS VIATOR","iucn"
104000,678.12033,0,0,"Aliwal Shoal Marine Protected Area","EUPROTOMICROIDES ZANTEDESCHIA","iucn"
197700,678.12033,0.00312476923599605,617.766877956419,"Aliwal Shoal Marine Protected Area","EUPROTOMICRUS BISPINATUS","iucn"
137800,678.12033,0.00448306878052553,617.766877956419,"Aliwal Shoal Marine Protected Area","GALEOCERDO CUVIER","iucn"
209600,678.12033,0,0,"Aliwal Shoal Marine Protected Area","GALEORHINUS GALEUS","iucn"
32700,678.12033,0,0,"Aliwal Shoal Marine Protected Area","GALEUS POLLI","iucn"
26700,678.12033,0.00960152539909069,256.360728155721,"Aliwal Shoal Marine Protected Area","GYMNURA NATALENSIS","iucn"
9500,678.12033,0.0322391826777304,306.272235438439,"Aliwal Shoal Marine Protected Area","HALAELURUS LINEATUS","iucn"
68200,678.12033,0.00388375422784738,264.872038339191,"Aliwal Shoal Marine Protected Area","HALAELURUS NATALENSIS","iucn"
60800,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HAPLOBLEPHARUS EDWARDSII","iucn"
4100,678.12033,0.0117655829781887,48.2388902105736,"Aliwal Shoal Marine Protected Area","HAPLOBLEPHARUS FUSCUS","iucn"
4800,678.12033,0.0100497687938695,48.2388902105736,"Aliwal Shoal Marine Protected Area","HAPLOBLEPHARUS KISTNASAMYI","iucn"
7200,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HAPLOBLEPHARUS PICTUS","iucn"
36400,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HARRIOTTA RALEIGHANA","iucn"
49000,678.12033,0.012607487305233,617.766877956419,"Aliwal Shoal Marine Protected Area","HEMIPRISTIS ELONGATA","iucn"
177600,678.12033,0.00347841710561046,617.766877956419,"Aliwal Shoal Marine Protected Area","HEPTRANCHIAS PERLO","iucn"
11000,678.12033,0.0331612233962229,364.773457358452,"Aliwal Shoal Marine Protected Area","HETERODONTUS RAMALHEIRA","iucn"
11600,678.12033,0.0135138251514301,156.760371756589,"Aliwal Shoal Marine Protected Area","HETERONARCE GARMANI","iucn"
143100,678.12033,0.0000727559811096508,10.411380896791,"Aliwal Shoal Marine Protected Area","HETEROSCYMNOIDES MARLEYI","iucn"
263900,678.12033,0.00234091276224486,617.766877956419,"Aliwal Shoal Marine Protected Area","HEXANCHUS GRISEUS","iucn"
6900,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HEXANCHUS NAKAMURAI","iucn"
325900,678.12033,0.0000635669268603316,20.7164614637821,"Aliwal Shoal Marine Protected Area","HEXATRYGON BICKELLI","iucn"
5700,678.12033,0.00846296319483747,48.2388902105736,"Aliwal Shoal Marine Protected Area","HIMANTURA UARNAK","iucn"
600,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HOLOALAELURUS PUNCTATUS","iucn"
10200,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HOLOHALAELURUS FAVUS","iucn"
600,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HOLOHALAELURUS PUNCTATUS","iucn"
247100,678.12033,0.00250006830415386,617.766877956419,"Aliwal Shoal Marine Protected Area","HOLOHALAELURUS REGANI","iucn"
120500,678.12033,0,0,"Aliwal Shoal Marine Protected Area","HYDROLAGUS AFFINIS","iucn"
32900,678.12033,0.00622354195651929,204.754530369485,"Aliwal Shoal Marine Protected Area","HYDROLAGUS AFRICANUS","iucn"
99900,678.12033,0.00618385263219638,617.766877956419,"Aliwal Shoal Marine Protected Area","HYPOGALEUS HYUGAENSIS","iucn"
857200,678.12033,0.000720679978950558,617.766877956419,"Aliwal Shoal Marine Protected Area","ISURUS OXYRINCHUS","iucn"
1002600,678.12033,0.000616164849348113,617.766877956419,"Aliwal Shoal Marine Protected Area","ISURUS PAUCUS","iucn"
999100,678.12033,0.000320294217497875,320.005952702127,"Aliwal Shoal Marine Protected Area","LAMNA NASUS","iucn"
8500,678.12033,0,0,"Aliwal Shoal Marine Protected Area","LEUCORAJA COMPAGNOI","iucn"
187000,678.12033,0.00132495716892005,247.76699058805,"Aliwal Shoal Marine Protected Area","LEUCORAJA WALLACEI","iucn"
300,678.12033,0,0,"Aliwal Shoal Marine Protected Area","LOXODON MACRORHINUS","iucn"
31700,678.12033,0,0,"Aliwal Shoal Marine Protected Area","MALACORAJA SPINACIDERMIS","iucn"
1041600,678.12033,0.000593094160864457,617.766877956419,"Aliwal Shoal Marine Protected Area","MEGACHASMA PELAGIOS","iucn"
304400,678.12033,0.0020294575491341,617.766877956419,"Aliwal Shoal Marine Protected Area","MITSUKURINA OWSTONI","iucn"
222300,678.12033,0.00277897830839594,617.766877956419,"Aliwal Shoal Marine Protected Area","MOBULA ALFREDI","iucn"
199500,678.12033,0.00309657582935548,617.766877956419,"Aliwal Shoal Marine Protected Area","MOBULA BIROSTRIS","iucn"
131200,678.12033,0.00470858900881417,617.766877956419,"Aliwal Shoal Marine Protected Area","MOBULA EREGOODOO","iucn"
226800,678.12033,0.00272383984989603,617.766877956419,"Aliwal Shoal Marine Protected Area","MOBULA KUHLII","iucn"
290000,678.12033,0.00213023061364282,617.766877956419,"Aliwal Shoal Marine Protected Area","MOBULA MOBULAR","iucn"
1041600,678.12033,0.000593094160864457,617.766877956419,"Aliwal Shoal Marine Protected Area","MOBULA TARAPACANA","iucn"
1041600,678.12033,0.000593094160864457,617.766877956419,"Aliwal Shoal Marine Protected Area","MOBULA THURSTONI","iucn"
14500,678.12033,0.0177954031192443,258.033345229043,"Aliwal Shoal Marine Protected Area","MUSTELUS MOSIS","iucn"
192300,678.12033,0.00262156892669319,504.1277046031,"Aliwal Shoal Marine Protected Area","MUSTELUS MUSTELUS","iucn"
205800,678.12033,0.00244960011954859,504.1277046031,"Aliwal Shoal Marine Protected Area","MUSTELUS PALUMBES","iucn"
175300,678.12033,0.00287579979807815,504.1277046031,"Aliwal Shoal Marine Protected Area","MYLIOBATIS AQUILA","iucn"
86900,678.12033,0.00352442158157006,306.272235438439,"Aliwal Shoal Marine Protected Area","NARKE CAPENSIS","iucn"
6100,678.12033,0.0245101424102395,149.511868702461,"Aliwal Shoal Marine Protected Area","NEBRIUS FERRUGINEUS","iucn"
32600,678.12033,0,0,"Aliwal Shoal Marine Protected Area","NEGAPRION ACUTIDENS","iucn"
109800,678.12033,0,0,"Aliwal Shoal Marine Protected Area","NEORAJA STEHMANNI","iucn"
175200,678.12033,0,0,"Aliwal Shoal Marine Protected Area","NOTORYNCHUS CEPEDIANUS","iucn"
77800,678.12033,0.00794044830278173,617.766877956419,"Aliwal Shoal Marine Protected Area","ODONTASPIS FEROX","iucn"
125000,678.12033,0,0,"Aliwal Shoal Marine Protected Area","OXYNOTUS CENTRINA","iucn"
44100,678.12033,0.0140083192280367,617.766877956419,"Aliwal Shoal Marine Protected Area","PATEOBATIS JENKINSII","iucn"
118800,678.12033,0.00339103329688056,402.854755669411,"Aliwal Shoal Marine Protected Area","PLIOTREMA WARRENI","iucn"
42200,678.12033,0.00607489877146259,256.360728155721,"Aliwal Shoal Marine Protected Area","PORODERMA AFRICANUM","iucn"
115400,678.12033,0.00265400550639895,306.272235438439,"Aliwal Shoal Marine Protected Area","PORODERMA PANTHERINUM","iucn"
1041600,678.12033,0.000593094160864457,617.766877956419,"Aliwal Shoal Marine Protected Area","PRIONACE GLAUCA","iucn"
6000,678.12033,0.0427267880259535,256.360728155721,"Aliwal Shoal Marine Protected Area","PRISTIS PRISTIS","iucn"
6300,678.12033,0.0406921790723367,256.360728155721,"Aliwal Shoal Marine Protected Area","PRISTIS ZIJSRON","iucn"
274600,678.12033,0,0,"Aliwal Shoal Marine Protected Area","PSEUDOCARCHARIAS KAMOHARAI","iucn"
168100,678.12033,0.0000619356388863238,10.411380896791,"Aliwal Shoal Marine Protected Area","PTEROPLATYTRYGON VIOLACEA","iucn"
70200,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RAJA OCELLIFERA","iucn"
203000,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RAJA STRAELENI","iucn"
171100,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RAJA STRAELINI","iucn"
209000,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RAJELLA BARNARDI","iucn"
206500,678.12033,0.00175015084649571,361.406149801364,"Aliwal Shoal Marine Protected Area","RAJELLA CAUDASPINOSA","iucn"
70300,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RAJELLA DISSIMILIS","iucn"
190700,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RAJELLA LEOPARDA","iucn"
21200,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RAJELLA RAVIDULA","iucn"
5000,678.12033,0.0512721456311443,256.360728155721,"Aliwal Shoal Marine Protected Area","RHINA ANCYLOSTOMA","iucn"
729400,678.12033,0.000846952122232545,617.766877956419,"Aliwal Shoal Marine Protected Area","RHINCODON TYPUS","iucn"
6500,678.12033,0.0394401120239571,256.360728155721,"Aliwal Shoal Marine Protected Area","RHINOBATOS AUSTINI","iucn"
5000,678.12033,0.0709231700084531,354.615850042266,"Aliwal Shoal Marine Protected Area","RHINOBATOS HOLCORHYNCHUS","iucn"
107600,678.12033,0.00105612601499359,113.639159213311,"Aliwal Shoal Marine Protected Area","RHINOCHIMAERA ATLANTICA","iucn"
1700,678.12033,0,0,"Aliwal Shoal Marine Protected Area","RHIZOPRIONODON ACUTUS","iucn"
11800,678.12033,0.0217254854369255,256.360728155721,"Aliwal Shoal Marine Protected Area","RHYNCHOBATUS DJIDDENSIS","iucn"
265400,678.12033,0.00232768228318168,617.766877956419,"Aliwal Shoal Marine Protected Area","ROSTRORAJA ALBA","iucn"
202000,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SCYLIORHINUS CAPENSIS","iucn"
8900,678.12033,0.0288045761972721,256.360728155721,"Aliwal Shoal Marine Protected Area","SCYLLIOGALEUS QUECKETTI","iucn"
35200,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SOMNIOSUS ANTARCTICUS","iucn"
66900,678.12033,0.00923418352700177,617.766877956419,"Aliwal Shoal Marine Protected Area","SPHYRNA LEWINI","iucn"
86500,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SPHYRNA MOKARRAN","iucn"
286900,678.12033,0.00215324809326043,617.766877956419,"Aliwal Shoal Marine Protected Area","SPHYRNA ZYGAENA","iucn"
218400,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SQUALUS ACANTHIAS","iucn"
6600,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SQUALUS ACUTIPINNIS","iucn"
118700,678.12033,0.00201563332253704,239.255675385147,"Aliwal Shoal Marine Protected Area","SQUALUS BASSI","iucn"
2100,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SQUALUS BLAINVILLE","iucn"
15700,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SQUALUS MAHIA","iucn"
172300,678.12033,0,0,"Aliwal Shoal Marine Protected Area","SQUALUS MARGARETSMITHAE","iucn"
89400,678.12033,0.00691014404872951,617.766877956419,"Aliwal Shoal Marine Protected Area","SQUATINA AFRICANA","iucn"
127500,678.12033,0.00484523041534446,617.766877956419,"Aliwal Shoal Marine Protected Area","STEGOSTOMA TIGRINUM","iucn"
2500,678.12033,0.0192955560842294,48.2388902105736,"Aliwal Shoal Marine Protected Area","TAENIURA LYMMA","iucn"
34500,678.12033,0.0179062863175773,617.766877956419,"Aliwal Shoal Marine Protected Area","TAENIUROPS MEYENI","iucn"
141300,678.12033,0,0,"Aliwal Shoal Marine Protected Area","TETRONARCE COWLEYI","iucn"
122900,678.12033,0,0,"Aliwal Shoal Marine Protected Area","TETRONARCE NOBILIANA","iucn"
147200,678.12033,0.00342478060192323,504.1277046031,"Aliwal Shoal Marine Protected Area","TORPEDO FUSCOMACULATA","iucn"
30800,678.12033,0,0,"Aliwal Shoal Marine Protected Area","TORPEDO MARMORATA","iucn"
7500,678.12033,0.0408362980584585,306.272235438439,"Aliwal Shoal Marine Protected Area","TORPEDO SINUSPERSICI","iucn"
1900,678.12033,0,0,"Aliwal Shoal Marine Protected Area","TRIAENODON OBESUS","iucn"
15400,678.12033,0.00313239546821907,48.2388902105736,"Aliwal Shoal Marine Protected Area","TRIAKIS MEGALOPTERUS","iucn"
56600,678.12033,0.0109146091511735,617.766877956419,"Aliwal Shoal Marine Protected Area","UROGYMNUS ASPERRIMUS","iucn"
253800,678.12033,0,0,"Aliwal Shoal Marine Protected Area","ZAMEUS SQUAMULOSUS","iucn"
24400,4213.73541,0.016504289091704,402.704653837577,"Amathole Marine Protected Area","ACROTERIOBATUS ANNULATUS","iucn"
200,4213.73541,0,0,"Amathole Marine Protected Area","ACROTERIOBATUS BLOCHII","iucn"
7500,4213.73541,0,0,"Amathole Marine Protected Area","ACROTERIOBATUS LEUCOSPILUS","iucn"
46900,4213.73541,0.0202973252807478,951.944555667073,"Amathole Marine Protected Area","ACROTERIOBATUS OCELLATUS","iucn"
105000,4213.73541,0.0401361627168131,4214.29708526537,"Amathole Marine Protected Area","AETOBATUS OCELLATUS","iucn"
89900,4213.73541,0.0167801952929502,1508.53955683622,"Amathole Marine Protected Area","AETOMYLAEUS BOVINUS","iucn"
337400,4213.73541,0.0124905070695476,4214.29708526537,"Amathole Marine Protected Area","ALOPIAS PELAGICUS","iucn"
1041600,4213.73541,0.00404598414484003,4214.29708526537,"Amathole Marine Protected Area","ALOPIAS SUPERCILIOSUS","iucn"
983500,4213.73541,0.00428499957830745,4214.29708526537,"Amathole Marine Protected Area","ALOPIAS VULPINUS","iucn"
207900,4213.73541,0,0,"Amathole Marine Protected Area","AMBLYRAJA HYPERBOREA","iucn"
4300,4213.73541,0,0,"Amathole Marine Protected Area","AMBLYRAJA ROBERTSI","iucn"
1500,4213.73541,0,0,"Amathole Marine Protected Area","ANACANTHOBATIS MARMORATA","iucn"
50500,4213.73541,0,0,"Amathole Marine Protected Area","APRISTURUS MICROPS","iucn"
39200,4213.73541,0,0,"Amathole Marine Protected Area","APRISTURUS SALDANHA","iucn"
55800,4213.73541,0,0,"Amathole Marine Protected Area","BATHYRAJA SMITHII","iucn"
122700,4213.73541,0.0212792783320203,2610.96745133889,"Amathole Marine Protected Area","BATHYTOSHIA BREVICAUDATA","iucn"
230400,4213.73541,0.013145968713323,3028.83119154963,"Amathole Marine Protected Area","BATHYTOSHIA LATA","iucn"
173400,4213.73541,0.0168720993104933,2925.62202043954,"Amathole Marine Protected Area","CALLORHINCHUS CAPENSIS","iucn"
10600,4213.73541,0,0,"Amathole Marine Protected Area","CARCHARHINUS ALBIMARGINATUS","iucn"
21200,4213.73541,0.045101651598231,956.155013882498,"Amathole Marine Protected Area","CARCHARHINUS ALTIMUS","iucn"
3400,4213.73541,0,0,"Amathole Marine Protected Area","CARCHARHINUS AMBOINENSIS","iucn"
85800,4213.73541,0.016380528833298,1405.44937389697,"Amathole Marine Protected Area","CARCHARHINUS BRACHYURUS","iucn"
98000,4213.73541,0.0152528266046945,1494.77700726007,"Amathole Marine Protected Area","CARCHARHINUS BREVIPINNA","iucn"
152100,4213.73541,0,0,"Amathole Marine Protected Area","CARCHARHINUS FALCIFORMIS","iucn"
2700,4213.73541,0,0,"Amathole Marine Protected Area","CARCHARHINUS HUMANI","iucn"
76000,4213.73541,0.018492754919697,1405.44937389697,"Amathole Marine Protected Area","CARCHARHINUS LEUCAS","iucn"
18800,4213.73541,0.0747579454200515,1405.44937389697,"Amathole Marine Protected Area","CARCHARHINUS LIMBATUS","iucn"
1016500,4213.73541,0.00414588990188428,4214.29708526537,"Amathole Marine Protected Area","CARCHARHINUS LONGIMANUS","iucn"
700,4213.73541,0,0,"Amathole Marine Protected Area","CARCHARHINUS MELANOPTERUS","iucn"
290000,4213.73541,0.0145320589147082,4214.29708526537,"Amathole Marine Protected Area","CARCHARHINUS OBSCURUS","iucn"
8700,4213.73541,0,0,"Amathole Marine Protected Area","CARCHARHINUS PLUMBEUS","iucn"
3100,4213.73541,0,0,"Amathole Marine Protected Area","CARCHARHINUS SORRAH","iucn"
152600,4213.73541,0.0110182932238333,1681.39154595696,"Amathole Marine Protected Area","CARCHARIAS TAURUS","iucn"
1041600,4213.73541,0.00404598414484003,4214.29708526537,"Amathole Marine Protected Area","CARCHARODON CARCHARIAS","iucn"
46800,4213.73541,0,0,"Amathole Marine Protected Area","CENTROPHORUS GRANULOSUS","iucn"
17800,4213.73541,0.0524609146176556,933.804280194269,"Amathole Marine Protected Area","CENTROPHORUS MOLUCCENSIS","iucn"
294100,4213.73541,0.0061097240699207,1796.86984896368,"Amathole Marine Protected Area","CENTROPHORUS SQUAMOSUS","iucn"
76600,4213.73541,0.00915968465247358,701.631844379477,"Amathole Marine Protected Area","CENTROPHORUS UYATO","iucn"
118800,4213.73541,0,0,"Amathole Marine Protected Area","CENTROSCYLLIUM FABRICII","iucn"
112900,4213.73541,0.0142013253669334,1603.32963392678,"Amathole Marine Protected Area","CENTROSCYMNUS COELOLEPIS","iucn"
101900,4213.73541,0,0,"Amathole Marine Protected Area","CENTROSCYMNUS OWSTONII","iucn"
126000,4213.73541,0,0,"Amathole Marine Protected Area","CENTROSELACHUS CREPIDATER","iucn"
2500,4213.73541,0,0,"Amathole Marine Protected Area","CEPHALOSCYLLIUM SUFFLANS","iucn"
568100,4213.73541,0,0,"Amathole Marine Protected Area","CETORHINUS MAXIMUS","iucn"
12400,4213.73541,0,0,"Amathole Marine Protected Area","CHIMAERA NOTAFRICANA","iucn"
43300,4213.73541,0,0,"Amathole Marine Protected Area","CHLAMYDOSELACHUS AFRICANA","iucn"
56800,4213.73541,0.0394403357352818,2240.211069764,"Amathole Marine Protected Area","CIRRHIGALEUS ASPER","iucn"
17500,4213.73541,0,0,"Amathole Marine Protected Area","CRURIRAJA DURBANENSIS","iucn"
185100,4213.73541,0,0,"Amathole Marine Protected Area","CRURIRAJA HULLEYI","iucn"
10100,4213.73541,0,0,"Amathole Marine Protected Area","CRURIRAJA PARCOMACULATA","iucn"
104300,4213.73541,0,0,"Amathole Marine Protected Area","DALATIAS LICHA","iucn"
45000,4213.73541,0.0202846370547184,912.808667462329,"Amathole Marine Protected Area","DASYATIS CHRYSONOTA","iucn"
246700,4213.73541,0.0142493382414916,3515.31174417598,"Amathole Marine Protected Area","DEANIA CALCEA","iucn"
13100,4213.73541,0,0,"Amathole Marine Protected Area","DEANIA PROFUNDORUM","iucn"
400,4213.73541,0,0,"Amathole Marine Protected Area","DEANIA QUADRISPINOSA","iucn"
2800,4213.73541,0,0,"Amathole Marine Protected Area","DIPTURUS CAMPBELLI","iucn"
128100,4213.73541,0,0,"Amathole Marine Protected Area","DIPTURUS DOUTREI","iucn"
4800,4213.73541,0.0900673761630918,432.323405582841,"Amathole Marine Protected Area","DIPTURUS LANCEOROSTRATUS","iucn"
183700,4213.73541,0,0,"Amathole Marine Protected Area","DIPTURUS PULLOPUNCTATUS","iucn"
231700,4213.73541,0.0139371690563929,3229.24207036624,"Amathole Marine Protected Area","DIPTURUS SPRINGERI","iucn"
3700,4213.73541,0,0,"Amathole Marine Protected Area","DIPTURUS STENORHYNCHUS","iucn"
246500,4213.73541,0.0126533836944485,3119.05908068156,"Amathole Marine Protected Area","ECHINORHINUS BRUCUS","iucn"
700,4213.73541,0,0,"Amathole Marine Protected Area","ELECTROLUX ADDISONI","iucn"
800,4213.73541,0,0,"Amathole Marine Protected Area","ERIDACNIS SINUANS","iucn"
240900,4213.73541,0,0,"Amathole Marine Protected Area","ETMOPTERUS BIGELOWI","iucn"
71200,4213.73541,0.0127049460913389,904.592161703328,"Amathole Marine Protected Area","ETMOPTERUS COMPAGNOI","iucn"
441700,4213.73541,0.00954108463949598,4214.29708526537,"Amathole Marine Protected Area","ETMOPTERUS LUCIFER","iucn"
276500,4213.73541,0.0124362794924064,3438.63127965036,"Amathole Marine Protected Area","ETMOPTERUS PUSILLUS","iucn"
91400,4213.73541,0.0169687196261598,1550.940973831,"Amathole Marine Protected Area","ETMOPTERUS SCULPTUS","iucn"
5500,4213.73541,0.00909043513644878,49.9973932504683,"Amathole Marine Protected Area","ETMOPTERUS SENTOSUS","iucn"
47500,4213.73541,0,0,"Amathole Marine Protected Area","ETMOPTERUS VIATOR","iucn"
104000,4213.73541,0,0,"Amathole Marine Protected Area","EUPROTOMICROIDES ZANTEDESCHIA","iucn"
197700,4213.73541,0,0,"Amathole Marine Protected Area","EUPROTOMICRUS BISPINATUS","iucn"
137800,4213.73541,0.0305827074402422,4214.29708526537,"Amathole Marine Protected Area","GALEOCERDO CUVIER","iucn"
209600,4213.73541,0.0104430363777724,2188.8604247811,"Amathole Marine Protected Area","GALEORHINUS GALEUS","iucn"
32700,4213.73541,0,0,"Amathole Marine Protected Area","GALEUS POLLI","iucn"
26700,4213.73541,0.0150825713047782,402.704653837577,"Amathole Marine Protected Area","GYMNURA NATALENSIS","iucn"
9500,4213.73541,0,0,"Amathole Marine Protected Area","HALAELURUS LINEATUS","iucn"
68200,4213.73541,0.0239121042863644,1630.80551233005,"Amathole Marine Protected Area","HALAELURUS NATALENSIS","iucn"
60800,4213.73541,0,0,"Amathole Marine Protected Area","HAPLOBLEPHARUS EDWARDSII","iucn"
4100,4213.73541,0.0608651092918128,249.546948096433,"Amathole Marine Protected Area","HAPLOBLEPHARUS FUSCUS","iucn"
4800,4213.73541,0.0240242077240562,115.31619707547,"Amathole Marine Protected Area","HAPLOBLEPHARUS KISTNASAMYI","iucn"
7200,4213.73541,0.0151975751213862,109.42254087398,"Amathole Marine Protected Area","HAPLOBLEPHARUS PICTUS","iucn"
36400,4213.73541,0,0,"Amathole Marine Protected Area","HARRIOTTA RALEIGHANA","iucn"
49000,4213.73541,0,0,"Amathole Marine Protected Area","HEMIPRISTIS ELONGATA","iucn"
177600,4213.73541,0.0182000671486544,3232.33192560101,"Amathole Marine Protected Area","HEPTRANCHIAS PERLO","iucn"
11000,4213.73541,0.138478352736453,1523.26188010098,"Amathole Marine Protected Area","HETERODONTUS RAMALHEIRA","iucn"
11600,4213.73541,0.133063636607523,1543.53818464727,"Amathole Marine Protected Area","HETERONARCE GARMANI","iucn"
143100,4213.73541,0,0,"Amathole Marine Protected Area","HETEROSCYMNOIDES MARLEYI","iucn"
263900,4213.73541,0.0122483210519174,3232.33192560101,"Amathole Marine Protected Area","HEXANCHUS GRISEUS","iucn"
6900,4213.73541,0,0,"Amathole Marine Protected Area","HEXANCHUS NAKAMURAI","iucn"
325900,4213.73541,0.0129312583162485,4214.29708526537,"Amathole Marine Protected Area","HEXATRYGON BICKELLI","iucn"
5700,4213.73541,0.0557850099840477,317.974556909072,"Amathole Marine Protected Area","HIMANTURA UARNAK","iucn"
600,4213.73541,0,0,"Amathole Marine Protected Area","HOLOALAELURUS PUNCTATUS","iucn"
10200,4213.73541,0,0,"Amathole Marine Protected Area","HOLOHALAELURUS FAVUS","iucn"
600,4213.73541,0,0,"Amathole Marine Protected Area","HOLOHALAELURUS PUNCTATUS","iucn"
247100,4213.73541,0.0144102718359319,3560.77817065876,"Amathole Marine Protected Area","HOLOHALAELURUS REGANI","iucn"
120500,4213.73541,0,0,"Amathole Marine Protected Area","HYDROLAGUS AFFINIS","iucn"
32900,4213.73541,0.0363923119317767,1197.30706255545,"Amathole Marine Protected Area","HYDROLAGUS AFRICANUS","iucn"
99900,4213.73541,0.037171212480992,3713.4041268511,"Amathole Marine Protected Area","HYPOGALEUS HYUGAENSIS","iucn"
857200,4213.73541,0.00491635217599787,4214.29708526537,"Amathole Marine Protected Area","ISURUS OXYRINCHUS","iucn"
1002600,4213.73541,0.00420336832761358,4214.29708526537,"Amathole Marine Protected Area","ISURUS PAUCUS","iucn"
999100,4213.73541,0.00421809336929774,4214.29708526537,"Amathole Marine Protected Area","LAMNA NASUS","iucn"
8500,4213.73541,0.0181127855666407,153.958677316446,"Amathole Marine Protected Area","LEUCORAJA COMPAGNOI","iucn"
187000,4213.73541,0.012038255828255,2251.15383988368,"Amathole Marine Protected Area","LEUCORAJA WALLACEI","iucn"
300,4213.73541,0,0,"Amathole Marine Protected Area","LOXODON MACRORHINUS","iucn"
31700,4213.73541,0,0,"Amathole Marine Protected Area","MALACORAJA SPINACIDERMIS","iucn"
1041600,4213.73541,0.00404598414484003,4214.29708526537,"Amathole Marine Protected Area","MEGACHASMA PELAGIOS","iucn"
304400,4213.73541,0.0138446027768245,4214.29708526537,"Amathole Marine Protected Area","MITSUKURINA OWSTONI","iucn"
222300,4213.73541,0.00056038951063472,124.574588214098,"Amathole Marine Protected Area","MOBULA ALFREDI","iucn"
199500,4213.73541,0,0,"Amathole Marine Protected Area","MOBULA BIROSTRIS","iucn"
131200,4213.73541,0,0,"Amathole Marine Protected Area","MOBULA EREGOODOO","iucn"
226800,4213.73541,0,0,"Amathole Marine Protected Area","MOBULA KUHLII","iucn"
290000,4213.73541,0,0,"Amathole Marine Protected Area","MOBULA MOBULAR","iucn"
1041600,4213.73541,0.00404598414484003,4214.29708526537,"Amathole Marine Protected Area","MOBULA TARAPACANA","iucn"
1041600,4213.73541,0.00404598414484003,4214.29708526537,"Amathole Marine Protected Area","MOBULA THURSTONI","iucn"
14500,4213.73541,0.141497361868913,2051.71174709923,"Amathole Marine Protected Area","MUSTELUS MOSIS","iucn"
192300,4213.73541,0.0132015797542891,2538.66378674978,"Amathole Marine Protected Area","MUSTELUS MUSTELUS","iucn"
205800,4213.73541,0.0129300760125896,2661.00964339094,"Amathole Marine Protected Area","MUSTELUS PALUMBES","iucn"
175300,4213.73541,0.0148942809545858,2610.96745133889,"Amathole Marine Protected Area","MYLIOBATIS AQUILA","iucn"
86900,4213.73541,0.0187664615918303,1630.80551233005,"Amathole Marine Protected Area","NARKE CAPENSIS","iucn"
6100,4213.73541,0.0521728213705819,318.25421036055,"Amathole Marine Protected Area","NEBRIUS FERRUGINEUS","iucn"
32600,4213.73541,0,0,"Amathole Marine Protected Area","NEGAPRION ACUTIDENS","iucn"
109800,4213.73541,0,0,"Amathole Marine Protected Area","NEORAJA STEHMANNI","iucn"
175200,4213.73541,0.0160829778591972,2817.73772093136,"Amathole Marine Protected Area","NOTORYNCHUS CEPEDIANUS","iucn"
77800,4213.73541,0.0203928458535567,1586.56340740671,"Amathole Marine Protected Area","ODONTASPIS FEROX","iucn"
125000,4213.73541,0,0,"Amathole Marine Protected Area","OXYNOTUS CENTRINA","iucn"
44100,4213.73541,0,0,"Amathole Marine Protected Area","PATEOBATIS JENKINSII","iucn"
118800,4213.73541,0.0216794145729823,2575.5144512703,"Amathole Marine Protected Area","PLIOTREMA WARRENI","iucn"
42200,4213.73541,0.0283208078445835,1195.13809104142,"Amathole Marine Protected Area","PORODERMA AFRICANUM","iucn"
115400,4213.73541,0.0198296792324668,2288.34498342667,"Amathole Marine Protected Area","PORODERMA PANTHERINUM","iucn"
1041600,4213.73541,0.00404598414484003,4214.29708526537,"Amathole Marine Protected Area","PRIONACE GLAUCA","iucn"
6000,4213.73541,0,0,"Amathole Marine Protected Area","PRISTIS PRISTIS","iucn"
6300,4213.73541,0,0,"Amathole Marine Protected Area","PRISTIS ZIJSRON","iucn"
274600,4213.73541,0,0,"Amathole Marine Protected Area","PSEUDOCARCHARIAS KAMOHARAI","iucn"
